,source,target,weight
151,30,1107,0.9215820364634653
152,30,625,0.9188726176045511
153,30,220,0.9176877155182146
154,30,828,0.9173306627392288
155,31,1146,0.9488335629986091
156,31,473,0.9473623131336509
157,31,1539,0.9466435727370555
158,31,178,0.9463461017458039
159,31,1608,0.9458668381638494
160,32,1180,0.9575484020813464
161,32,1762,0.9535517521373481
162,32,1519,0.953191219361709
163,32,1623,0.9529643378002278
164,32,302,0.9527027142946602
165,33,1275,0.9659611300114547
166,33,855,0.9637207785334779
167,33,787,0.9616981167734521
168,33,525,0.960292390340953
169,33,1146,0.9598806650773201
170,34,1197,0.9345126231900784
171,34,827,0.9342688768757851
172,34,166,0.9324645809579181
173,34,674,0.9318822515213202
174,34,1567,0.9314868328554334
175,35,1633,0.9575807525874686
176,35,302,0.9569959549553347
177,35,1881,0.9568014417852173
178,35,1762,0.9566276529635976
179,35,305,0.9563519459508074
180,36,230,0.9567526647130539
181,36,616,0.9542859179134037
182,36,1427,0.9535515801271494
183,36,1075,0.9533826571020717
184,36,836,0.9505452246456444
185,37,263,0.9568382039779979
186,37,754,0.9545703511555338
187,37,177,0.9521482368465786
188,37,286,0.9483268488853521
189,37,54,0.9478258237304523
190,38,1669,0.9635987296456874
191,38,886,0.9466878994261374
192,38,1657,0.9465326971258506
193,38,1979,0.9451417495693706
194,38,241,0.94267544222107
195,39,1265,0.8492071986990909
196,39,899,0.8469550995466973
197,39,1244,0.8442517025076128
198,39,1035,0.843648011019448
199,39,448,0.8434430515354597
200,40,1154,0.9547227681481341
201,40,145,0.9537481731493831
202,40,801,0.9531517293601555
203,40,899,0.9505646966301562
204,40,689,0.9490450072220902
205,41,1273,0.8999314000769361
206,41,1856,0.8981790987081663
207,41,305,0.8970773597056159
208,41,1396,0.8968810376720479
209,41,1391,0.8963756997488903
210,42,899,0.9339197748187645
211,42,1929,0.9332043380993743
212,42,221,0.9326776183828558
213,42,1627,0.9319667420069471
214,42,1358,0.9313716848382756
215,43,414,0.9280993076119336
216,43,726,0.9280234601253248
217,43,678,0.9268659123412918
218,43,777,0.9230771719223649
219,43,1475,0.9178869780463915
220,44,1132,0.9467092791930332
221,44,64,0.9461604872410628
222,44,753,0.94511300783975
223,44,1523,0.9416942939109927
224,44,1180,0.9416508899596375
225,45,855,0.9666234315670353
226,45,1288,0.964590735497085
227,45,426,0.9636531430533581
228,45,941,0.9624258714680459
229,45,1131,0.9620455562528893
230,46,89,0.8860726185005353
231,46,1951,0.8855781151078864
232,46,237,0.883160647636429
233,46,1604,0.8810387846065992
234,46,1902,0.8806208909581055
235,47,1763,0.9577731931020824
236,47,1290,0.9570948585046495
237,47,764,0.9563409642559147
238,47,1032,0.9551267935346168
239,47,1154,0.9545233693797647
240,48,1166,0.9009344103441187
241,48,1176,0.8967554099541793
242,48,1212,0.8963070182151998
243,48,1035,0.895304604468997
244,48,1463,0.8950141564232772
245,49,1895,0.9459107054819383
246,49,1126,0.944758070933147
247,49,1166,0.9433258180943572
248,49,1396,0.9417965526774895
249,49,1856,0.9413184105729562
250,50,721,0.9248240494532722
251,50,995,0.9222154262673141
252,50,1188,0.9189522902170337
253,50,1260,0.9188882188738969
254,50,917,0.9058092431151153
255,51,973,0.917240487603323
256,51,416,0.916367977990448
257,51,1512,0.9142194159190263
258,51,304,0.9135734877397419
259,51,1704,0.9119782784812498
260,52,145,0.9639097787524683
261,52,1025,0.9586087726398272
262,52,406,0.9577126005074442
263,52,801,0.9567566698470038
264,52,1763,0.9565540834867841
265,53,1187,0.8812082435562484
266,53,304,0.8799143825603079
267,53,1391,0.872515283841517
268,53,1785,0.8709918710526042
269,53,416,0.8708243381449337
270,54,177,0.9706542894655129
271,54,754,0.9689545944152408
272,54,1863,0.9688242916083168
273,54,187,0.9683200649749641
274,54,1421,0.9670986857232545
275,55,519,0.9389489236905151
276,55,1378,0.936764108571181
277,55,1273,0.9345607937002354
278,55,288,0.9340965351123478
279,55,1506,0.9333932762172341
280,56,1631,0.9200932601628734
281,56,1196,0.8980646134452773
282,56,1974,0.8778214640036914
283,56,937,0.8776477250780417
284,56,130,0.8762370445551074
285,57,1375,0.942727339401396
286,57,1954,0.9409420771699277
287,57,1266,0.9405833605909291
288,57,1037,0.9393824252631411
289,57,1517,0.9375912128330626
290,58,1486,0.8534808290319409
291,58,1245,0.8517681254979919
292,58,170,0.8470130505021541
293,58,20,0.8461765634735219
294,58,1602,0.8461761669544318
295,59,397,0.9154445289753289
296,59,140,0.9150169509271717
297,59,1493,0.9145746496609815
298,59,838,0.9111258142732948
299,59,1550,0.910804640994362
300,60,726,0.9636255946785028
301,60,997,0.9611864868824684
302,60,968,0.9565017921383776
303,60,1371,0.9551489389736224
304,60,348,0.9527171859598897
305,61,1273,0.9579411578749921
306,61,674,0.9575522236144589
307,61,1039,0.9565184134975083
308,61,166,0.9562662282374792
309,61,1525,0.9561400976338462
310,62,475,0.9497695395419778
311,62,1780,0.9483262542239429
312,62,137,0.9476374628359933
313,62,1775,0.9472562621665348
314,62,899,0.9456685734121925
315,63,1527,0.9510084223968173
316,63,1663,0.9396002309803474
317,63,1572,0.9386343603705138
318,63,1780,0.9384929908717585
319,63,137,0.9362930442722299
320,64,1180,0.9675588621700425
321,64,625,0.9632724882142683
322,64,1519,0.9602588408884222
323,64,302,0.9600402140438129
324,64,784,0.9579741066085419
325,65,643,0.9515015065377073
326,65,1189,0.9505910394072471
327,65,302,0.9493737545691228
328,65,1797,0.9491796575724221
329,65,1723,0.9490273892606234
330,66,334,0.9652954504658304
331,66,238,0.9638515738126079
332,66,1128,0.9624690526906492
333,66,1743,0.9617653796724116
334,66,318,0.9598960567575774
335,67,166,0.9277536493685913
336,67,1126,0.9244593007557382
337,67,1273,0.9224535827287081
338,67,1144,0.9223347193866784
339,67,1137,0.9222617836983082
340,68,1731,0.9537483541511564
341,68,1881,0.952269324527715
342,68,1039,0.951819988781642
343,68,1775,0.9506801917255508
344,68,1320,0.950240725991992
345,69,1633,0.949054590173988
346,69,602,0.9378065102918902
347,69,1261,0.9331986587651617
348,69,1731,0.9329946931952173
349,69,1037,0.9321595858467824
350,70,1108,0.9638847403210972
351,70,1888,0.9638787561805768
352,70,187,0.9637157334705557
353,70,1344,0.961138064442331
354,70,618,0.9608121490578009
355,71,1126,0.9266588568534249
356,71,1396,0.923083644223819
357,71,1273,0.9210869416515535
358,71,1624,0.9183027325661719
359,71,538,0.9170838852399177
360,72,568,0.9277232575695618
361,72,1772,0.9271683497805968
362,72,1958,0.919468445945661
363,72,422,0.9192550955264079
364,72,1506,0.9178324018034463
365,73,1466,0.957515265695819
366,73,1519,0.9570765544112301
367,73,719,0.9569471298403514
368,73,1734,0.9568320598547312
369,73,282,0.9567014007381184
370,74,938,0.9542323939861842
371,74,1847,0.9520560228268763
372,74,1421,0.9424355564300527
373,74,1589,0.9422410276012972
374,74,204,0.941490376197094
375,75,1506,0.9300917869361115
376,75,548,0.9279747281041584
377,75,1785,0.9276803260067976
378,75,1009,0.9272910535285632
379,75,1378,0.9264638488377865
380,76,302,0.941641096239203
381,76,1895,0.9412155358769103
382,76,618,0.9411749728224338
383,76,1108,0.9408568038611932
384,76,1107,0.940248562172552
385,77,1320,0.9411123069228184
386,77,1126,0.9409974051694449
387,77,610,0.9405324849655198
388,77,851,0.9402932689161952
389,77,639,0.9397394046273436
390,78,397,0.9289736249354128
391,78,1180,0.9279293958672437
392,78,628,0.9274918546376035
393,78,1856,0.9273089295461981
394,78,939,0.9257416470783496
395,79,1320,0.9631377452361183
396,79,610,0.9618935611079615
397,79,1785,0.9617454979488189
398,79,1126,0.9602147652858405
399,79,1273,0.9584199261587099
400,80,113,0.9667076043061714
401,80,1967,0.963581197807618
402,80,179,0.9626874280350272
403,80,1180,0.9624757970141883
404,80,1964,0.9616612009449239
405,81,1505,0.8920533649813313
406,81,639,0.8899546497712071
407,81,103,0.8898719543096745
408,81,1492,0.8888453636262628
409,81,1785,0.8882306815776674
410,82,1032,0.9652491822055017
411,82,1131,0.9591007754507549
412,82,1367,0.9581053365656411
413,82,1373,0.9573107995132912
414,82,426,0.9563390759085937
415,83,1403,0.9185821078627043
416,83,257,0.9152940865331731
417,83,922,0.9110723117473232
418,83,291,0.9053971872046217
419,83,1825,0.9047927068551027
420,84,838,0.9401490514370822
421,84,140,0.9398404754320614
422,84,1734,0.9384661937367123
423,84,787,0.9363255145378614
424,84,1723,0.9356776917417986
425,85,754,0.9610344527006369
426,85,866,0.9539774337194173
427,85,1619,0.9536132000079771
428,85,177,0.9534186957279384
429,85,1863,0.9532075699905003
430,86,245,0.9701946598145732
431,86,1682,0.9662337553032296
432,86,929,0.9656752112319653
433,86,13,0.96288649990215
434,86,880,0.9624302818028332
435,87,123,0.9712675575152405
436,87,1669,0.9700065058650948
437,87,1459,0.9566662330259808
438,87,241,0.9521306595977072
439,87,739,0.9466611923211957
440,88,1320,0.9312817423048885
441,88,1273,0.9247081522504971
442,88,166,0.9245264254923697
443,88,4652,0.9235478251242821
444,88,1057,0.9224866413396955
445,89,625,0.9492255370995916
446,89,462,0.9462994643632267
447,89,1734,0.9458329904983301
448,89,140,0.9457572930665812
449,89,1436,0.9437410514759028
450,90,787,0.9364762158197442
451,90,1756,0.9356922171618506
452,90,411,0.9354314582921169
453,90,1156,0.9348977081485307
454,90,179,0.9330786455534901
455,91,266,0.9724346438226932
456,91,1431,0.9679996623027226
457,91,917,0.9621023891564829
458,91,839,0.9616260027407703
459,91,741,0.9613402133098212
460,92,1752,0.9534474377036979
461,92,828,0.9514036421157002
462,92,1604,0.9505593617887229
463,92,1496,0.9496358256922253
464,92,618,0.9487853385379486
465,93,905,0.9689486767844266
466,93,1888,0.9679904433284057
467,93,948,0.9676015201389313
468,93,616,0.963867867543386
469,93,1427,0.9619234877801801
470,94,113,0.9691690247705311
471,94,133,0.9669735699549472
472,94,179,0.9661194316708555
473,94,781,0.9660443696633925
474,94,1915,0.9654140849321032
475,95,787,0.9656337119847422
476,95,406,0.964401878765497
477,95,1294,0.9642309552944682
478,95,1915,0.9626077002877649
479,95,1156,0.9624595511185537
480,96,1273,0.9186486264531147
481,96,599,0.9180155407538456
482,96,1869,0.9177022240353195
483,96,1734,0.917517340957377
484,96,17,0.915976046236956
485,97,370,0.9522012272366885
486,97,1974,0.9511841894660318
487,97,1527,0.949633468697733
488,97,642,0.9476560907075071
489,97,1627,0.9473766126116542
490,98,66,0.9258468529781261
491,98,1128,0.9247692359581887
492,98,769,0.9243857071211662
493,98,1825,0.9242699775017278
494,98,1149,0.9223454154973609
495,99,305,0.9354377747355835
496,99,491,0.935405661234917
497,99,1976,0.9350918626525857
498,99,1519,0.9348950505839322
499,99,1144,0.934522392577443
500,100,1983,0.9437111835569005
501,100,1731,0.943476201601555
502,100,714,0.9426908411079842
503,100,1734,0.9423183714815284
504,100,643,0.942064467233531
505,101,1729,0.9549977738430085
506,101,187,0.9534889719474365
507,101,282,0.9525586309347697
508,101,787,0.9510857554467954
509,101,54,0.9505699010011263
510,102,1525,0.9569610705165162
511,102,1731,0.9551713439451577
512,102,1623,0.9532855457425654
513,102,280,0.9526750332432792
514,102,1762,0.9498045966603617
515,103,822,0.9594870145887118
516,103,987,0.9583224422747163
517,103,1106,0.9547903588933865
518,103,1473,0.9535434419328879
519,103,851,0.9530898449929628
520,104,1956,0.9649890108472176
521,104,237,0.9638719129364054
522,104,1078,0.9633375502791912
523,104,1075,0.9630976856803362
524,104,603,0.9614320189955472
525,105,374,0.8927317267243566
526,105,1035,0.8919986877850778
527,105,1463,0.8914446987633986
528,105,1227,0.8912770381856482
529,105,546,0.8882261291168012
530,106,811,0.9469939478742567
531,106,338,0.9443262748642138
532,106,678,0.943674113389849
533,106,1917,0.9423094664994083
534,106,891,0.9413164010723877
535,107,1138,0.9271420887792938
536,107,1645,0.9263221299388609
537,107,914,0.9232766844691342
538,107,1731,0.9223547516552201
539,107,1218,0.9220067082715976
540,108,288,0.9032652638720526
541,108,4697,0.9030070753885291
542,108,1882,0.9020908718362902
543,108,383,0.9017909944173257
544,108,1009,0.9014198443055769
545,109,1512,0.8933053011277975
546,109,1304,0.884420756973908
547,109,416,0.8826639574322451
548,109,1803,0.8821884674899544
549,109,1311,0.880710652622931
550,110,1193,0.9194611033973414
551,110,769,0.9158807704155048
552,110,1524,0.9151280514514051
553,110,299,0.9116915593348068
554,110,1248,0.9101618243261304
555,111,1136,0.9337531375451125
556,111,1039,0.9337148457573867
557,111,79,0.9312887241034615
558,111,166,0.9275569050960542
559,111,4652,0.9271947827278149
560,112,369,0.9527557585104582
561,112,113,0.9523645503215106
562,112,1967,0.9497837980407148
563,112,1294,0.9488154424908698
564,112,342,0.9487025874212356
565,113,1915,0.9779939169716603
566,113,1967,0.9763309357018143
567,113,145,0.9751031539295644
568,113,179,0.9739948522044115
569,113,1911,0.9733421611288833
570,114,432,0.9544423054948972
571,114,822,0.9484127745628868
572,114,1805,0.9452882868478594
573,114,682,0.9449307366135352
574,114,1917,0.9448472789627105
575,115,1539,0.9577911630346886
576,115,650,0.9537526919391782
577,115,1990,0.9532197092554525
578,115,378,0.9526915877016352
579,115,1369,0.949825438962212
580,116,1627,0.9371336858990742
581,116,899,0.9346940560268326
582,116,914,0.9334721668684087
583,116,475,0.9316909001181836
584,116,1994,0.9299342592272131
585,117,166,0.9505751640072085
586,117,1273,0.9504068085110984
587,117,1126,0.9485134174543929
588,117,895,0.9479671994849981
589,117,1519,0.9477228535984045
590,118,787,0.9642541223905616
591,118,95,0.9599800547725243
592,118,178,0.9597282202120992
593,118,1288,0.9594992945589452
594,118,1294,0.9592514714496025
595,119,286,0.9561654677112055
596,119,578,0.9503988623753402
597,119,562,0.9490857058565999
598,119,1775,0.9486892442994953
599,119,7,0.9462025079606888
600,120,784,0.957103627933013
601,120,356,0.9548838516642657
602,120,828,0.9526071555016444
603,120,282,0.9499443423345642
604,120,1752,0.9484239368115124
605,121,1772,0.899113409666483
606,121,1215,0.894630905978739
607,121,1834,0.8940848259795606
608,121,1256,0.890158442333766
609,121,1923,0.8888659076014374
610,122,200,0.9462063149102858
611,122,855,0.9456780379502139
612,122,1967,0.9440861595212244
613,122,788,0.9438971534265531
614,122,373,0.9438829947284901
615,123,1669,0.9730391993863168
616,123,87,0.9712675575152405
617,123,739,0.9489489250700862
618,123,241,0.9481175254227107
619,123,1657,0.944287276020524
620,124,113,0.9488864583924861
621,124,1374,0.9460471363312876
622,124,1889,0.945328914581632
623,124,1967,0.9450883187322772
624,124,1911,0.9449233090371566
625,125,1431,0.9436727907680771
626,125,1260,0.9395971343824929
627,125,266,0.9395178274172697
628,125,995,0.9394003603656214
629,125,460,0.9393021726832367
630,126,1256,0.9513348536271222
631,126,568,0.9499677843139827
632,126,1882,0.9493568430269298
633,126,1251,0.9468276202151062
634,126,1506,0.9458014303542361
635,127,1734,0.8879313676638511
636,127,668,0.8878279836344096
637,127,1107,0.8872747142112102
638,127,1250,0.8861296127927585
639,127,1715,0.8855091433746286
640,128,1126,0.912227681666163
641,128,1039,0.908785796145157
642,128,895,0.9081321630595126
643,128,166,0.9071903867674685
644,128,1785,0.9071293942265387
645,129,542,0.9190364352129082
646,129,467,0.9175091495398371
647,129,855,0.9170674276338748
648,129,1710,0.9159721767126603
649,129,1915,0.9156968323143867
650,130,1225,0.9645807415947074
651,130,1995,0.94612838005261
652,130,1196,0.9391343348474089
653,130,1348,0.9373658396036206
654,130,456,0.9288462125048862
655,131,899,0.9216795180096551
656,131,1775,0.9141035756940142
657,131,599,0.9132639811776035
658,131,1138,0.9129724354369675
659,131,1731,0.9113280954276739
660,132,1171,0.9363341280808178
661,132,1604,0.9359031074665917
662,132,1861,0.9358628783751644
663,132,1752,0.9352037158734547
664,132,973,0.9321101404955842
665,133,113,0.9732480938511223
666,133,1915,0.9694322562634989
667,133,145,0.9688942380292411
668,133,179,0.9686036505524207
669,133,1964,0.9682948253392819
670,134,645,0.9650661205797625
671,134,1126,0.9610280110952658
672,134,1954,0.9609653172866494
673,134,1106,0.9607549232691575
674,134,1523,0.9607079759157746
675,135,523,0.9611224968498093
676,135,866,0.9577033262197295
677,135,177,0.9576756878939852
678,135,1608,0.9560201984641762
679,135,1619,0.9547135607948923
680,136,1032,0.9767552042470181
681,136,1721,0.9695239190792186
682,136,1024,0.9691200093817555
683,136,1367,0.9648551324117222
684,136,1170,0.9646573877349541
685,137,1780,0.9562452596762155
686,137,1627,0.9514232600757634
687,137,1929,0.9503365024725424
688,137,221,0.9498603116205954
689,137,1611,0.9498327768939394
690,138,1785,0.8893158407662797
691,138,1136,0.8882739975450927
692,138,166,0.8862730336491704
693,138,590,0.8855466376434953
694,138,987,0.8839914360697456
695,139,1911,0.9575702398068979
696,139,1275,0.9574344011419241
697,139,1756,0.9571059182396541
698,139,1915,0.9569586236667403
699,139,179,0.9559750978484125
700,140,1758,0.9690455016212718
701,140,1180,0.9684256888823419
702,140,462,0.9646814652556829
703,140,113,0.9640566185747652
704,140,625,0.9639592449640689
705,141,1759,0.9010768966814549
706,141,304,0.8986470984102075
707,141,441,0.8984754842229294
708,141,1273,0.8980913007847863
709,141,1785,0.8980542230279175
710,142,416,0.9406372159773595
711,142,1752,0.9357079226357136
712,142,550,0.9347389395432608
713,142,1604,0.9334674077601122
714,142,304,0.9330825686763847
715,143,1972,0.965000450110313
716,143,378,0.9643993316069732
717,143,650,0.9643698682112241
718,143,515,0.9612983166042965
719,143,852,0.958691529157031
720,144,1762,0.9451706880587075
721,144,1983,0.9439869597728657
722,144,1717,0.9423841489467139
723,144,714,0.9423430659579439
724,144,1189,0.9416936710174607
725,145,113,0.9751031539295644
726,145,406,0.9736764774580792
727,145,1915,0.972203837958776
728,145,801,0.9708597335470772
729,145,719,0.970080588887393
730,146,1895,0.9005212811985176
731,146,1396,0.8913839160050043
732,146,1126,0.886564795379997
733,146,618,0.8847745800673
734,146,302,0.8847637725737306
735,147,1126,0.9408468429016896
736,147,79,0.9390400616467165
737,147,1785,0.9337129556238306
738,147,744,0.9306198825421416
739,147,1391,0.9296234076304084
740,148,1902,0.9363146609732736
741,148,784,0.9358674181788743
742,148,64,0.9339708115374992
743,148,625,0.9336581190381911
744,148,1180,0.9334016242325502
745,149,397,0.9597809646505208
746,149,180,0.9482345233021803
747,149,1600,0.9476148132630253
748,149,799,0.9464818904706462
749,149,1702,0.9451512678080068
750,150,1863,0.9660874884276734
751,150,766,0.9637155116697231
752,150,754,0.9617999101625296
753,150,210,0.9584697367581135
754,150,310,0.9574725858721159
755,151,944,0.9473443994661876
756,151,1571,0.9411028837191531
757,151,346,0.9378586942964209
758,151,180,0.9376568743192538
759,151,1600,0.9374091113573175
760,152,941,0.9045474521063033
761,152,998,0.902444513064389
762,152,855,0.9020765547280052
763,152,1915,0.9017388127364674
764,152,1868,0.9011090378284241
765,153,481,0.9564369336499913
766,153,1424,0.9551127393300257
767,153,548,0.9541277907257693
768,153,645,0.9514182844127994
769,153,851,0.9497581447703591
770,154,245,0.9280543572142735
771,154,1411,0.9276388713814491
772,154,925,0.9273167245562108
773,154,348,0.925642634895205
774,154,182,0.9250687482795177
775,155,1180,0.9610926276554929
776,155,305,0.9603911225212134
777,155,1633,0.9600623184642323
778,155,1908,0.9600151288330679
779,155,280,0.9593976852066722
780,156,1348,0.9285128584179838
781,156,130,0.9261984735025051
782,156,1225,0.9253427550818364
783,156,456,0.9247313117909591
784,156,1005,0.9212321344579123
785,157,1256,0.9489746020513317
786,157,422,0.9422300365217273
787,157,1785,0.9403603004170223
788,157,1215,0.9401145807927136
789,157,1020,0.9392924566791708
790,158,1156,0.9508882375660004
791,158,183,0.949533343253045
792,158,411,0.9493412282154929
793,158,1195,0.9469182979727548
794,158,584,0.9464654473339513
795,159,1208,0.9585228900351743
796,159,1763,0.9453512565788875
797,159,714,0.9395858376689356
798,159,900,0.9392055370309282
799,159,273,0.937847903842319
800,160,1373,0.9364576384044597
801,160,1170,0.9301589890412556
802,160,681,0.9295666961894811
803,160,1290,0.9261259409270441
804,160,22,0.9254350935655481
805,161,1424,0.9716828360441385
806,161,314,0.9716005966212318
807,161,948,0.9698972719368336
808,161,603,0.9692320780354768
809,161,1450,0.9683967040534902
810,162,179,0.9306880998938748
811,162,787,0.9278707008959264
812,162,1275,0.9273308663401989
813,162,145,0.9271151044394952
814,162,113,0.926559788274313
815,163,1126,0.959285162894978
816,163,166,0.9528636116667683
817,163,1273,0.9512603794735687
818,163,305,0.9499814918966193
819,163,1954,0.9488915343840975
820,164,1762,0.9630772496480975
821,164,1180,0.9607922306203535
822,164,280,0.9586476714958845
823,164,1477,0.9573746248830205
824,164,302,0.9570038575954887
825,165,1762,0.9288256022644771
826,165,1180,0.9278669093127038
827,165,113,0.9275919310351561
828,165,1633,0.9264547836064119
829,165,188,0.926403920185545
830,166,1039,0.9675656998874168
831,166,1144,0.9648417097311519
832,166,1273,0.9645472775379867
833,166,1126,0.9643462319761384
834,166,895,0.9636449028259841
835,167,689,0.9562899432558498
836,167,1290,0.953364118989871
837,167,1994,0.951351989914492
838,167,1801,0.9499347552889156
839,167,1154,0.9497055995072938
840,168,702,0.9477104986117174
841,168,1762,0.9474711130116776
842,168,1039,0.9459937142197713
843,168,1477,0.9456172000638441
844,168,1525,0.9448134986048207
845,169,1406,0.8840666134818191
846,169,455,0.8748104168073383
847,169,1895,0.8748064641978971
848,169,459,0.8746233086879052
849,169,1107,0.874291719082148
850,170,20,0.9213583472967594
851,170,1602,0.920900419843451
852,170,568,0.9206938494520336
853,170,1245,0.9193111293655851
854,170,1486,0.9174525772810003
855,171,1396,0.9373643584750525
856,171,1633,0.9357343552993505
857,171,618,0.9347635638385569
858,171,1966,0.934612320877558
859,171,1391,0.9336625572723386
860,172,1983,0.9538707435946074
861,172,282,0.9537700476359496
862,172,1734,0.9532317617767154
863,172,1519,0.952616812719215
864,172,787,0.9523100817173333
865,173,1889,0.955946877881798
866,173,113,0.9514061423433586
867,173,1644,0.9502214829264497
868,173,1967,0.9500266222524553
869,173,1793,0.9478969069849095
870,174,1734,0.930099511248646
871,174,1797,0.9270418603381294
872,174,1762,0.9268494587819217
873,174,1983,0.9254873851238086
874,174,302,0.925256306417768
875,175,302,0.9514051788076779
876,175,1189,0.9492876861461144
877,175,1983,0.9488936281611011
878,175,1762,0.9470340331308866
879,175,643,0.945962012484804
880,176,462,0.9594728938577995
881,176,1180,0.9571452461422302
882,176,302,0.9548706648038028
883,176,1734,0.9528982931092459
884,176,719,0.9522097353059852
885,177,754,0.971422500802107
886,177,54,0.9706542894655129
887,177,388,0.9704341198164367
888,177,1619,0.9699714229683434
889,177,523,0.9684883208148468
890,178,1608,0.9702185136447595
891,178,787,0.9669835847471068
892,178,255,0.9644465827164491
893,178,1118,0.9643838202208272
894,178,855,0.9642336206129022
895,179,113,0.9739948522044115
896,179,1915,0.9728959262670075
897,179,1708,0.9693122597609412
898,179,1756,0.968672967742133
899,179,133,0.9686036505524207
900,180,149,0.9482345233021803
901,180,944,0.946438014071622
902,180,397,0.9427260363738722
903,180,1600,0.9414716287081974
